Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;Dato;Felt;Trafikkmengde;Dekningsgrad (%);Antall timer total;Antall timer inkludert;Antall timer ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-16T00:00+02:00;2023-04-17T00:00+02:00;16.04.2023;2;673;100;24;24;0;1;99,85;527;145;3;10;126;6;6;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-16T00:00+02:00;2023-04-17T00:00+02:00;16.04.2023;3;2080;100;24;24;0;2;99,9;2049;29;10;6;8;5;4;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-16T00:00+02:00;2023-04-17T00:00+02:00;16.04.2023;4;2213;100;24;24;0;6;99,73;1987;220;34;12;158;16;16;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-16T00:00+02:00;2023-04-17T00:00+02:00;16.04.2023;6;1033;100;24;24;0;0;100;889;144;23;3;118;0;0;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-16T00:00+02:00;2023-04-17T00:00+02:00;16.04.2023;Totalt i retning Hamna;3299;100;24;24;0;19;99,42;3224;56;17;15;14;10;8;2
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-16T00:00+02:00;2023-04-17T00:00+02:00;16.04.2023;Totalt i retning Langnestunnelen;3918;100;24;24;0;7;99,82;3402;509;60;25;402;22;22;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-16T00:00+02:00;2023-04-17T00:00+02:00;16.04.2023;Totalt;7217;100;24;24;0;26;99,64;6626;565;77;40;416;32;30;2
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-17T00:00+02:00;2023-04-18T00:00+02:00;17.04.2023;1;2521;100;24;24;0;37;98,53;2324;160;62;74;14;10;10;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-17T00:00+02:00;2023-04-18T00:00+02:00;17.04.2023;2;2954;100;24;24;0;72;97,56;2443;439;39;78;281;41;34;7
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-17T00:00+02:00;2023-04-18T00:00+02:00;17.04.2023;3;7474;100;24;24;0;4;99,95;7252;218;65;113;15;25;25;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-17T00:00+02:00;2023-04-18T00:00+02:00;17.04.2023;4;6943;100;24;24;0;191;97,25;6032;720;247;116;287;70;62;8
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-17T00:00+02:00;2023-04-18T00:00+02:00;17.04.2023;6;3130;100;24;24;0;0;100;2699;431;104;104;217;6;6;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-17T00:00+02:00;2023-04-18T00:00+02:00;17.04.2023;Totalt i retning Hamna;9994;100;24;24;0;41;99,59;9577;376;125;188;28;35;35;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-17T00:00+02:00;2023-04-18T00:00+02:00;17.04.2023;Totalt i retning Langnestunnelen;13028;100;24;24;0;263;97,98;11173;1592;392;297;786;117;102;15
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-17T00:00+02:00;2023-04-18T00:00+02:00;17.04.2023;Totalt;23022;100;24;24;0;304;98,68;20750;1968;517;485;814;152;137;15
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-18T00:00+02:00;2023-04-19T00:00+02:00;18.04.2023;1;2276;100;24;24;0;33;98,55;2113;130;37;78;8;7;7;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-18T00:00+02:00;2023-04-19T00:00+02:00;18.04.2023;2;2748;100;24;24;0;53;98,07;2263;432;28;80;295;29;24;5
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-18T00:00+02:00;2023-04-19T00:00+02:00;18.04.2023;3;7069;100;24;24;0;8;99,89;6881;180;63;95;8;14;14;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-18T00:00+02:00;2023-04-19T00:00+02:00;18.04.2023;4;6480;100;24;24;0;175;97,3;5625;680;259;98;278;45;39;6
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-18T00:00+02:00;2023-04-19T00:00+02:00;18.04.2023;6;3012;100;24;24;0;0;100;2601;411;91;97;220;3;3;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-18T00:00+02:00;2023-04-19T00:00+02:00;18.04.2023;Totalt i retning Hamna;9346;100;24;24;0;42;99,55;8994;310;99;173;17;21;21;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-18T00:00+02:00;2023-04-19T00:00+02:00;18.04.2023;Totalt i retning Langnestunnelen;12239;100;24;24;0;227;98,15;10489;1523;379;275;792;77;66;11
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-18T00:00+02:00;2023-04-19T00:00+02:00;18.04.2023;Totalt;21585;100;24;24;0;269;98,75;19483;1833;478;448;809;98;87;11
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-19T00:00+02:00;2023-04-20T00:00+02:00;19.04.2023;1;2352;100;24;24;0;37;98,43;2208;107;33;52;10;12;12;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-19T00:00+02:00;2023-04-20T00:00+02:00;19.04.2023;2;2830;100;24;24;0;71;97,49;2321;438;39;73;294;32;30;2
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-19T00:00+02:00;2023-04-20T00:00+02:00;19.04.2023;3;7412;100;24;24;0;4;99,95;7205;203;91;84;13;15;15;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-19T00:00+02:00;2023-04-20T00:00+02:00;19.04.2023;4;6687;100;24;24;0;229;96,58;5759;699;270;91;274;64;56;8
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-19T00:00+02:00;2023-04-20T00:00+02:00;19.04.2023;6;3031;100;24;24;0;0;100;2646;385;107;60;213;5;5;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-19T00:00+02:00;2023-04-20T00:00+02:00;19.04.2023;Totalt i retning Hamna;9763;100;24;24;0;41;99,58;9414;308;124;134;23;27;27;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-19T00:00+02:00;2023-04-20T00:00+02:00;19.04.2023;Totalt i retning Langnestunnelen;12549;100;24;24;0;300;97,61;10725;1524;416;226;781;101;91;10
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-19T00:00+02:00;2023-04-20T00:00+02:00;19.04.2023;Totalt;22312;100;24;24;0;341;98,47;20139;1832;540;360;804;128;118;10
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-20T00:00+02:00;2023-04-21T00:00+02:00;20.04.2023;1;2303;100;24;24;0;32;98,61;2153;118;35;51;15;17;16;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-20T00:00+02:00;2023-04-21T00:00+02:00;20.04.2023;2;2832;100;24;24;0;79;97,21;2347;406;30;63;282;31;28;3
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-20T00:00+02:00;2023-04-21T00:00+02:00;20.04.2023;3;7406;100;24;24;0;2;99,97;7225;179;66;84;15;14;14;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-20T00:00+02:00;2023-04-21T00:00+02:00;20.04.2023;4;6698;100;24;24;0;239;96,43;5799;660;233;85;279;63;57;6
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-20T00:00+02:00;2023-04-21T00:00+02:00;20.04.2023;6;3133;100;24;24;0;0;100;2747;386;98;57;224;7;7;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-20T00:00+02:00;2023-04-21T00:00+02:00;20.04.2023;Totalt i retning Hamna;9711;100;24;24;0;34;99,65;9380;297;100;136;30;31;30;1
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-20T00:00+02:00;2023-04-21T00:00+02:00;20.04.2023;Totalt i retning Langnestunnelen;12661;100;24;24;0;318;97,49;10891;1452;362;204;785;101;92;9
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-20T00:00+02:00;2023-04-21T00:00+02:00;20.04.2023;Totalt;22372;100;24;24;0;352;98,43;20271;1749;462;340;815;132;122;10
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-21T00:00+02:00;2023-04-22T00:00+02:00;21.04.2023;1;2351;100;24;24;0;25;98,94;2204;122;31;73;11;7;7;0
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-21T00:00+02:00;2023-04-22T00:00+02:00;21.04.2023;2;2748;100;24;24;0;75;97,27;2278;395;22;74;274;25;21;4
14843V1125937;Giæverbukta nord;EV8 S1D10 m31;2023-04-21T00:00+02:00;2023-04-22T00:00+02:00;21.04.2023;3;7486;100;24;24;0;1;99,99;7301;184;72;89;12;11;11;0
